character_name,story_name,primary_archetype,match_type,imdb_tconst,imdb_titleType,imdb_primaryTitle,imdb_startYear,imdb_genres
Kristoff,Frozen,Adventurer-Outcast-Angel,exact,tt0125279,movie,Frozen,1996.0,Drama
Olaf,Frozen,Angel-Adventurer,exact,tt0125279,movie,Frozen,1996.0,Drama
Hans,Frozen,Demon,exact,tt0125279,movie,Frozen,1996.0,Drama
Malcolm Reynolds,Firefly + Serenity,Lone Wolf-Hero-Adventurer,,,,,,
River Tam,Firefly + Serenity,Adventurer-Hero-Geek,,,,,,
Inara Serra,Firefly + Serenity,Adventurer-Sophisticate-Hero,,,,,,
Kaylee Frye,Firefly + Serenity,Angel-Adventurer,,,,,,
Zoe Washburne,Firefly + Serenity,Hero,,,,,,
Hoban Washburne,Firefly + Serenity,Angel-Adventurer,,,,,,
Jayne Cobb,Firefly + Serenity,Outcast-Brute-Demon,,,,,,
Derrial Book,Firefly + Serenity,Angel-Hero,,,,,,
Simon Tam,Firefly + Serenity,Diva-Traditionalist-Hero,,,,,,
The Operative,Firefly + Serenity,Demon-Traditionalist-Hero,,,,,,
Logan Roy,Succession,Hero-Demon,exact,tt0254490,movie,Succession,1992.0,Drama
Roman Roy,Succession,Adventurer-Demon,exact,tt0254490,movie,Succession,1992.0,Drama
Shiv Roy,Succession,Diva-Demon-Hero,exact,tt0254490,movie,Succession,1992.0,Drama
Kendall Roy,Succession,Outcast-Diva-Demon,exact,tt0254490,movie,Succession,1992.0,Drama
Marcia Roy,Succession,Hero,exact,tt0254490,movie,Succession,1992.0,Drama
Greg Hirsch,Succession,Fool-Angel-Outcast,exact,tt0254490,movie,Succession,1992.0,Drama
Frank Vernon,Succession,Hero-Traditionalist,exact,tt0254490,movie,Succession,1992.0,Drama
Tom Wambsgans,Succession,Fool-Outcast-Diva,exact,tt0254490,movie,Succession,1992.0,Drama
Connor Roy,Succession,Outcast-Diva-Fool,exact,tt0254490,movie,Succession,1992.0,Drama
Lawrence Yee,Succession,Demon-Traditionalist-Hero,exact,tt0254490,movie,Succession,1992.0,Drama
Jake Peralta,Brooklyn Nine-Nine,Adventurer,exact,tt2467372,tvSeries,Brooklyn Nine-Nine,2013.0,"Comedy,Crime"
Rosa Diaz,Brooklyn Nine-Nine,Demon-Lone Wolf-Hero,exact,tt2467372,tvSeries,Brooklyn Nine-Nine,2013.0,"Comedy,Crime"
Terry Jeffords,Brooklyn Nine-Nine,Brute-Hero-Angel,exact,tt2467372,tvSeries,Brooklyn Nine-Nine,2013.0,"Comedy,Crime"
Amy Santiago,Brooklyn Nine-Nine,Diva-Angel-Hero,exact,tt2467372,tvSeries,Brooklyn Nine-Nine,2013.0,"Comedy,Crime"
Charles Boyle,Brooklyn Nine-Nine,Outcast-Diva-Angel,exact,tt2467372,tvSeries,Brooklyn Nine-Nine,2013.0,"Comedy,Crime"
Raymond Holt,Brooklyn Nine-Nine,Traditionalist-Hero,exact,tt2467372,tvSeries,Brooklyn Nine-Nine,2013.0,"Comedy,Crime"
Kumail Nanjiani,The Big Sick,Angel-Outcast-Adventurer,exact,tt5462602,movie,The Big Sick,2017.0,"Comedy,Drama,Romance"
Emily Gardner,The Big Sick,Angel-Hero-Adventurer,exact,tt5462602,movie,The Big Sick,2017.0,"Comedy,Drama,Romance"
Clark Kent,Smallville,Hero-Angel,exact,tt0279600,tvSeries,Smallville,2001.0,"Action,Adventure,Drama"
Chloe Sullivan,Smallville,Adventurer-Hero,exact,tt0279600,tvSeries,Smallville,2001.0,"Action,Adventure,Drama"
Lana Lang,Smallville,Angel-Diva-Hero,exact,tt0279600,tvSeries,Smallville,2001.0,"Action,Adventure,Drama"
Lex Luthor,Smallville,Hero-Demon,exact,tt0279600,tvSeries,Smallville,2001.0,"Action,Adventure,Drama"
Lionel Luthor,Smallville,Hero-Demon,exact,tt0279600,tvSeries,Smallville,2001.0,"Action,Adventure,Drama"
Lois Lane,Smallville,Adventurer-Hero,exact,tt0279600,tvSeries,Smallville,2001.0,"Action,Adventure,Drama"
David Mills,Se7en,Demon-Adventurer-Hero,exact,tt5883564,short,Se7en,2016.0,"Comedy,Horror,Short"
William Somerset,Se7en,Traditionalist-Hero,exact,tt5883564,short,Se7en,2016.0,"Comedy,Horror,Short"
Tracy Mills,Se7en,Angel,exact,tt5883564,short,Se7en,2016.0,"Comedy,Horror,Short"
Will Hunting,Good Will Hunting,Lone Wolf-Outcast-Hero,exact,tt0119217,movie,Good Will Hunting,1997.0,"Drama,Romance"
Skylar,Good Will Hunting,Diva-Angel-Hero,exact,tt0119217,movie,Good Will Hunting,1997.0,"Drama,Romance"
Dr. Sean Maguire,Good Will Hunting,Adventurer-Angel-Hero,exact,tt0119217,movie,Good Will Hunting,1997.0,"Drama,Romance"
Sam Witwicky,Transformers,Adventurer-Outcast,exact,tt0834963,short,Transformers,2006.0,"Comedy,Short"
Mikaela Banes,Transformers,Hero-Adventurer,exact,tt0834963,short,Transformers,2006.0,"Comedy,Short"
Bumblebee,Transformers,Angel-Adventurer,exact,tt0834963,short,Transformers,2006.0,"Comedy,Short"
Optimus Prime,Transformers,Angel-Hero,exact,tt0834963,short,Transformers,2006.0,"Comedy,Short"
Megatron,Transformers,Demon,exact,tt0834963,short,Transformers,2006.0,"Comedy,Short"
Amélie Poulain,Amélie,Geek-Angel-Adventurer,exact,tt0211915,movie,Amélie,2001.0,"Comedy,Romance"
Nino Quincampoix,Amélie,Geek-Outcast-Angel,exact,tt0211915,movie,Amélie,2001.0,"Comedy,Romance"
Scarlett O'Hara,Gone With the Wind,Adventurer-Hero-Demon,exact,tt0031381,movie,Gone with the Wind,1939.0,"Drama,Romance,War"
Rhett Butler,Gone With the Wind,Adventurer-Demon-Hero,exact,tt0031381,movie,Gone with the Wind,1939.0,"Drama,Romance,War"
Melanie Hamilton,Gone With the Wind,Angel,exact,tt0031381,movie,Gone with the Wind,1939.0,"Drama,Romance,War"
Ashley Wilkes,Gone With the Wind,Angel-Diva-Traditionalist,exact,tt0031381,movie,Gone with the Wind,1939.0,"Drama,Romance,War"
India Wilkes,Gone With the Wind,Outcast-Traditionalist-Diva,exact,tt0031381,movie,Gone with the Wind,1939.0,"Drama,Romance,War"
Mammy,Gone With the Wind,Brute-Angel-Hero,exact,tt0031381,movie,Gone with the Wind,1939.0,"Drama,Romance,War"
Tyler Durden,Fight Club,Hero-Adventurer-Demon,exact,tt0137523,movie,Fight Club,1999.0,"Crime,Drama,Thriller"
The Narrator,Fight Club,Geek-Traditionalist-Outcast,exact,tt0137523,movie,Fight Club,1999.0,"Crime,Drama,Thriller"
Marla Singer,Fight Club,Outcast-Adventurer-Demon,exact,tt0137523,movie,Fight Club,1999.0,"Crime,Drama,Thriller"
Count Olaf,A Series of Unfortunate Events,Demon,exact,tt0339291,movie,A Series of Unfortunate Events,2004.0,"Adventure,Comedy,Family"
Klaus Baudelaire,A Series of Unfortunate Events,Geek-Angel-Hero,exact,tt0339291,movie,A Series of Unfortunate Events,2004.0,"Adventure,Comedy,Family"
Violet Baudelaire,A Series of Unfortunate Events,Angel-Hero,exact,tt0339291,movie,A Series of Unfortunate Events,2004.0,"Adventure,Comedy,Family"
Dominic Toretto,Fast & Furious,Lone Wolf-Hero,fuzzy,tt6494060,short,Fast & Furious 8,2014.0,"Comedy,Short"
Brian O'Conner,Fast & Furious,Angel-Adventurer-Hero,fuzzy,tt6494060,short,Fast & Furious 8,2014.0,"Comedy,Short"
Letty Ortiz,Fast & Furious,Demon-Lone Wolf-Hero,fuzzy,tt6494060,short,Fast & Furious 8,2014.0,"Comedy,Short"
Mia Toretto,Fast & Furious,Hero-Angel,fuzzy,tt6494060,short,Fast & Furious 8,2014.0,"Comedy,Short"
Han Lue,Fast & Furious,Angel-Hero-Adventurer,fuzzy,tt6494060,short,Fast & Furious 8,2014.0,"Comedy,Short"
Gisele Yashar,Fast & Furious,Hero,fuzzy,tt6494060,short,Fast & Furious 8,2014.0,"Comedy,Short"
Forrest Gump,Forrest Gump,Angel,exact,tt0109830,movie,Forrest Gump,1994.0,"Drama,Romance"
Jenny Curran,Forrest Gump,Adventurer,exact,tt0109830,movie,Forrest Gump,1994.0,"Drama,Romance"
Dan Taylor,Forrest Gump,Outcast-Lone Wolf-Demon,exact,tt0109830,movie,Forrest Gump,1994.0,"Drama,Romance"
Tony Johnson,After Life,Lone Wolf-Demon-Outcast,exact,tt0165078,movie,After Life,1998.0,"Drama,Fantasy"
Matt Braden,After Life,Outcast-Traditionalist-Angel,exact,tt0165078,movie,After Life,1998.0,"Drama,Fantasy"
Lenny,After Life,Outcast-Angel-Fool,exact,tt0165078,movie,After Life,1998.0,"Drama,Fantasy"
Kath,After Life,Adventurer-Outcast-Diva,exact,tt0165078,movie,After Life,1998.0,"Drama,Fantasy"
Lisa Johnson,After Life,Hero-Angel-Adventurer,exact,tt0165078,movie,After Life,1998.0,"Drama,Fantasy"
Emma,After Life,Hero-Angel,exact,tt0165078,movie,After Life,1998.0,"Drama,Fantasy"
Jess Day,New Girl,Diva-Angel-Adventurer,exact,tt0869112,movie,New Girl,1985.0,Comedy
Nick Miller,New Girl,Fool-Adventurer-Outcast,exact,tt0869112,movie,New Girl,1985.0,Comedy
Schmidt,New Girl,Hero-Diva,exact,tt0869112,movie,New Girl,1985.0,Comedy
Cece Parekh,New Girl,Sophisticate-Adventurer-Hero,exact,tt0869112,movie,New Girl,1985.0,Comedy
Winston Bishop,New Girl,Diva-Angel-Adventurer,exact,tt0869112,movie,New Girl,1985.0,Comedy
Barry Allen,The Flash,Adventurer-Hero-Angel,exact,tt0333460,short,The Flash,1915.0,"Drama,Short"
Iris West,The Flash,Angel-Diva-Hero,exact,tt0333460,short,The Flash,1915.0,"Drama,Short"
Caitlin Snow,The Flash,Angel-Hero,exact,tt0333460,short,The Flash,1915.0,"Drama,Short"
Cisco Ramon,The Flash,Hero-Angel-Adventurer,exact,tt0333460,short,The Flash,1915.0,"Drama,Short"
Dr. Harry Wells,The Flash,Geek-Demon-Hero,exact,tt0333460,short,The Flash,1915.0,"Drama,Short"
Joe West,The Flash,Brute-Angel-Hero,exact,tt0333460,short,The Flash,1915.0,"Drama,Short"
Nancy Thompson,A Nightmare on Elm Street,Angel-Outcast-Hero,exact,tt1179056,movie,A Nightmare on Elm Street,2010.0,"Crime,Drama,Horror"
Donald Thompson,A Nightmare on Elm Street,Hero-Brute-Traditionalist,exact,tt1179056,movie,A Nightmare on Elm Street,2010.0,"Crime,Drama,Horror"
Freddy Krueger,A Nightmare on Elm Street,Demon,exact,tt1179056,movie,A Nightmare on Elm Street,2010.0,"Crime,Drama,Horror"
Glen Lantz,A Nightmare on Elm Street,Brute-Adventurer,exact,tt1179056,movie,A Nightmare on Elm Street,2010.0,"Crime,Drama,Horror"
Marge Thompson,A Nightmare on Elm Street,Hero-Diva-Traditionalist,exact,tt1179056,movie,A Nightmare on Elm Street,2010.0,"Crime,Drama,Horror"
Nemo,Finding Nemo,Adventurer,exact,tt0266543,movie,Finding Nemo,2003.0,"Adventure,Animation,Comedy"
Marlin,Finding Nemo,Hero-Traditionalist-Outcast,exact,tt0266543,movie,Finding Nemo,2003.0,"Adventure,Animation,Comedy"
Dory,Finding Nemo,Angel-Adventurer,exact,tt0266543,movie,Finding Nemo,2003.0,"Adventure,Animation,Comedy"
Jimmy McGill,Better Call Saul,Demon-Adventurer,exact,tt3032476,tvSeries,Better Call Saul,2015.0,"Crime,Drama"
Mike Ehrmantraut,Better Call Saul,Traditionalist-Lone Wolf-Hero,exact,tt3032476,tvSeries,Better Call Saul,2015.0,"Crime,Drama"
Kim Wexler,Better Call Saul,Hero,exact,tt3032476,tvSeries,Better Call Saul,2015.0,"Crime,Drama"
Howard Hamlin,Better Call Saul,Traditionalist-Hero-Diva,exact,tt3032476,tvSeries,Better Call Saul,2015.0,"Crime,Drama"
Nacho Varga,Better Call Saul,Lone Wolf-Demon-Hero,exact,tt3032476,tvSeries,Better Call Saul,2015.0,"Crime,Drama"
Chuck McGill,Better Call Saul,Hero-Demon-Traditionalist,exact,tt3032476,tvSeries,Better Call Saul,2015.0,"Crime,Drama"
Ted Mosby,How I Met Your Mother,Angel-Outcast-Diva,exact,tt0460649,tvSeries,How I Met Your Mother,2005.0,"Comedy,Drama,Romance"
Marshall Eriksen,How I Met Your Mother,Adventurer-Angel,exact,tt0460649,tvSeries,How I Met Your Mother,2005.0,"Comedy,Drama,Romance"
Robin Scherbatsky,How I Met Your Mother,Demon-Hero,exact,tt0460649,tvSeries,How I Met Your Mother,2005.0,"Comedy,Drama,Romance"
Barney Stinson,How I Met Your Mother,Diva-Adventurer-Demon,exact,tt0460649,tvSeries,How I Met Your Mother,2005.0,"Comedy,Drama,Romance"
Lily Aldrin,How I Met Your Mother,Hero-Diva-Adventurer,exact,tt0460649,tvSeries,How I Met Your Mother,2005.0,"Comedy,Drama,Romance"
Charlie Kelly,It's Always Sunny in Philadelphia,Fool-Outcast-Adventurer,exact,tt0472954,tvSeries,It's Always Sunny in Philadelphia,2005.0,Comedy
Dennis Reynolds,It's Always Sunny in Philadelphia,Diva-Demon,exact,tt0472954,tvSeries,It's Always Sunny in Philadelphia,2005.0,Comedy
Mac,It's Always Sunny in Philadelphia,Outcast-Demon-Adventurer,exact,tt0472954,tvSeries,It's Always Sunny in Philadelphia,2005.0,Comedy
Dee Reynolds,It's Always Sunny in Philadelphia,Adventurer-Outcast-Demon,exact,tt0472954,tvSeries,It's Always Sunny in Philadelphia,2005.0,Comedy
Frank Reynolds,It's Always Sunny in Philadelphia,Adventurer-Demon,exact,tt0472954,tvSeries,It's Always Sunny in Philadelphia,2005.0,Comedy
Fern,Nomadland,Outcast-Hero-Lone Wolf,exact,tt9770150,movie,Nomadland,2020.0,Drama
Jesse,Before Sunrise,Adventurer,exact,tt0112471,movie,Before Sunrise,1995.0,"Comedy,Drama,Romance"
Céline,Before Sunrise,Angel-Adventurer-Hero,exact,tt0112471,movie,Before Sunrise,1995.0,"Comedy,Drama,Romance"
Benjamin Button,The Curious Case of Benjamin Button,Hero-Adventurer-Angel,exact,tt0421715,movie,The Curious Case of Benjamin Button,2008.0,"Drama,Fantasy,Romance"
Daisy Fuller,The Curious Case of Benjamin Button,Angel-Hero,exact,tt0421715,movie,The Curious Case of Benjamin Button,2008.0,"Drama,Fantasy,Romance"
Archie 'Snake' Simpson,Degrassi: The Next Generation,Traditionalist-Angel-Hero,exact,tt0288937,tvSeries,Degrassi: The Next Generation,2001.0,"Drama,Romance"
Clare Edwards,Degrassi: The Next Generation,Outcast-Hero-Traditionalist,exact,tt0288937,tvSeries,Degrassi: The Next Generation,2001.0,"Drama,Romance"
Alli Bhandari,Degrassi: The Next Generation,Hero-Diva-Adventurer,exact,tt0288937,tvSeries,Degrassi: The Next Generation,2001.0,"Drama,Romance"
Connor Deslauriers,Degrassi: The Next Generation,Traditionalist-Outcast-Angel,exact,tt0288937,tvSeries,Degrassi: The Next Generation,2001.0,"Drama,Romance"
Gavin 'Spinner' Mason,Degrassi: The Next Generation,Demon-Adventurer,exact,tt0288937,tvSeries,Degrassi: The Next Generation,2001.0,"Drama,Romance"
Emma Nelson,Degrassi: The Next Generation,Hero-Diva,exact,tt0288937,tvSeries,Degrassi: The Next Generation,2001.0,"Drama,Romance"
Manny Santos,Degrassi: The Next Generation,Adventurer,exact,tt0288937,tvSeries,Degrassi: The Next Generation,2001.0,"Drama,Romance"
Drew Torres,Degrassi: The Next Generation,Demon-Brute-Adventurer,exact,tt0288937,tvSeries,Degrassi: The Next Generation,2001.0,"Drama,Romance"
Jenna Middleton,Degrassi: The Next Generation,Brute-Adventurer-Diva,exact,tt0288937,tvSeries,Degrassi: The Next Generation,2001.0,"Drama,Romance"
Liberty Van Zandt,Degrassi: The Next Generation,Traditionalist-Hero,exact,tt0288937,tvSeries,Degrassi: The Next Generation,2001.0,"Drama,Romance"
Hawkeye Pierce,M*A*S*H,Hero-Adventurer,exact,tt0066026,movie,M*A*S*H,1970.0,"Comedy,Drama,War"
Margaret Houlihan,M*A*S*H,Diva-Hero,exact,tt0066026,movie,M*A*S*H,1970.0,"Comedy,Drama,War"
Maxwell Klinger,M*A*S*H,Adventurer,exact,tt0066026,movie,M*A*S*H,1970.0,"Comedy,Drama,War"
Francis Mulcahy,M*A*S*H,Hero-Angel,exact,tt0066026,movie,M*A*S*H,1970.0,"Comedy,Drama,War"
Frank Burns,M*A*S*H,Demon-Traditionalist-Diva,exact,tt0066026,movie,M*A*S*H,1970.0,"Comedy,Drama,War"
Radar O'Reilly,M*A*S*H,Outcast-Angel,exact,tt0066026,movie,M*A*S*H,1970.0,"Comedy,Drama,War"
Jack Maine,A Star Is Born,Outcast-Demon-Adventurer,exact,tt0029606,movie,A Star Is Born,1937.0,"Drama,Romance"
Ally Maine,A Star Is Born,Angel-Hero-Adventurer,exact,tt0029606,movie,A Star Is Born,1937.0,"Drama,Romance"
Shawn Spencer,Psych,Adventurer,exact,tt0491738,tvSeries,Psych,2006.0,"Comedy,Crime,Mystery"
Burton Guster,Psych,Diva-Hero-Angel,exact,tt0491738,tvSeries,Psych,2006.0,"Comedy,Crime,Mystery"
Carlton Lassiter,Psych,Demon-Traditionalist-Hero,exact,tt0491738,tvSeries,Psych,2006.0,"Comedy,Crime,Mystery"
Juliet O'Hara,Psych,Angel-Hero,exact,tt0491738,tvSeries,Psych,2006.0,"Comedy,Crime,Mystery"
Henry Spencer,Psych,Brute-Traditionalist-Hero,exact,tt0491738,tvSeries,Psych,2006.0,"Comedy,Crime,Mystery"
Karen Vick,Psych,Traditionalist-Hero,exact,tt0491738,tvSeries,Psych,2006.0,"Comedy,Crime,Mystery"
Miguel,Coco,Angel-Adventurer,exact,tt1169208,short,Coco,1911.0,"Comedy,Short"
Héctor,Coco,Angel-Outcast-Adventurer,exact,tt1169208,short,Coco,1911.0,"Comedy,Short"
Ernesto de la Cruz,Coco,Demon,exact,tt1169208,short,Coco,1911.0,"Comedy,Short"
Mamá Imelda,Coco,Hero,exact,tt1169208,short,Coco,1911.0,"Comedy,Short"
Mamá Coco,Coco,Angel,exact,tt1169208,short,Coco,1911.0,"Comedy,Short"
Bob Parr,The Incredibles,Adventurer-Hero-Brute,fuzzy,tt4792762,short,The Credibles,2015.0,"Action,Comedy,Short"
Helen Parr,The Incredibles,Hero,fuzzy,tt4792762,short,The Credibles,2015.0,"Action,Comedy,Short"
Violet Parr,The Incredibles,Outcast-Hero-Geek,fuzzy,tt4792762,short,The Credibles,2015.0,"Action,Comedy,Short"
Dashiell Parr,The Incredibles,Demon-Adventurer,fuzzy,tt4792762,short,The Credibles,2015.0,"Action,Comedy,Short"
Buddy Pine,The Incredibles,Demon,fuzzy,tt4792762,short,The Credibles,2015.0,"Action,Comedy,Short"
William Adama,Battlestar Galactica,Hero,exact,tt0076984,tvSeries,Battlestar Galactica,1978.0,"Action,Adventure,Drama"
Laura Roslin,Battlestar Galactica,Hero,exact,tt0076984,tvSeries,Battlestar Galactica,1978.0,"Action,Adventure,Drama"
Kara 'Starbuck' Thrace,Battlestar Galactica,Hero-Demon-Adventurer,exact,tt0076984,tvSeries,Battlestar Galactica,1978.0,"Action,Adventure,Drama"
Lee 'Apollo' Adama,Battlestar Galactica,Brute-Hero,exact,tt0076984,tvSeries,Battlestar Galactica,1978.0,"Action,Adventure,Drama"
Gaius Baltar,Battlestar Galactica,Geek-Diva-Demon,exact,tt0076984,tvSeries,Battlestar Galactica,1978.0,"Action,Adventure,Drama"
Number Six,Battlestar Galactica,Sophisticate-Demon-Hero,exact,tt0076984,tvSeries,Battlestar Galactica,1978.0,"Action,Adventure,Drama"
Sharon 'Boomer' Valerii,Battlestar Galactica,Hero,exact,tt0076984,tvSeries,Battlestar Galactica,1978.0,"Action,Adventure,Drama"
Saul Tigh,Battlestar Galactica,Hero-Outcast-Demon,exact,tt0076984,tvSeries,Battlestar Galactica,1978.0,"Action,Adventure,Drama"
Galen Tyrol,Battlestar Galactica,Brute-Hero-Outcast,exact,tt0076984,tvSeries,Battlestar Galactica,1978.0,"Action,Adventure,Drama"
Karl 'Helo' Agathon,Battlestar Galactica,Outcast-Brute-Hero,exact,tt0076984,tvSeries,Battlestar Galactica,1978.0,"Action,Adventure,Drama"
Felix Gaeta,Battlestar Galactica,Outcast-Traditionalist-Hero,exact,tt0076984,tvSeries,Battlestar Galactica,1978.0,"Action,Adventure,Drama"
Anastasia Dualla,Battlestar Galactica,Angel-Hero,exact,tt0076984,tvSeries,Battlestar Galactica,1978.0,"Action,Adventure,Drama"
Billy Keikeya,Battlestar Galactica,Diva-Angel,exact,tt0076984,tvSeries,Battlestar Galactica,1978.0,"Action,Adventure,Drama"
Cally Henderson,Battlestar Galactica,Angel-Outcast,exact,tt0076984,tvSeries,Battlestar Galactica,1978.0,"Action,Adventure,Drama"
Samuel 'Longshot' Anders,Battlestar Galactica,Hero-Adventurer-Brute,exact,tt0076984,tvSeries,Battlestar Galactica,1978.0,"Action,Adventure,Drama"
Viola,Twelfth Night,Angel-Adventurer-Hero,exact,tt0125564,short,Twelfth Night,1910.0,"Comedy,Drama,Romance"
Sebastian,Twelfth Night,Angel-Adventurer,exact,tt0125564,short,Twelfth Night,1910.0,"Comedy,Drama,Romance"
Olivia,Twelfth Night,Adventurer-Hero-Diva,exact,tt0125564,short,Twelfth Night,1910.0,"Comedy,Drama,Romance"
Duke Orsino,Twelfth Night,Brute-Adventurer-Diva,exact,tt0125564,short,Twelfth Night,1910.0,"Comedy,Drama,Romance"
Malvolio,Twelfth Night,Outcast-Diva-Demon,exact,tt0125564,short,Twelfth Night,1910.0,"Comedy,Drama,Romance"
Edward Elric,Fullmetal Alchemist: Brotherhood,Outcast-Adventurer-Hero,,,,,,
Alphonse Elric,Fullmetal Alchemist: Brotherhood,Hero-Angel,,,,,,
Roy Mustang,Fullmetal Alchemist: Brotherhood,Hero,,,,,,
Riza Hawkeye,Fullmetal Alchemist: Brotherhood,Hero,,,,,,
Scar,Fullmetal Alchemist: Brotherhood,Lone Wolf-Demon-Hero,,,,,,
Denny Brosh,Fullmetal Alchemist: Brotherhood,Brute-Outcast-Angel,,,,,,
Baby,Baby Driver,Geek-Outcast-Hero,exact,tt3890160,movie,Baby Driver,2017.0,"Action,Crime,Drama"
Doc,Baby Driver,Traditionalist-Demon-Hero,exact,tt3890160,movie,Baby Driver,2017.0,"Action,Crime,Drama"
Debora,Baby Driver,Adventurer-Angel,exact,tt3890160,movie,Baby Driver,2017.0,"Action,Crime,Drama"
Regina Mills,Once Upon a Time,Demon-Hero,exact,tt0232220,short,Once Upon a Time,1913.0,"Comedy,Short"
Mr. Gold,Once Upon a Time,Hero-Demon,exact,tt0232220,short,Once Upon a Time,1913.0,"Comedy,Short"
Henry Mills,Once Upon a Time,Adventurer-Angel-Hero,exact,tt0232220,short,Once Upon a Time,1913.0,"Comedy,Short"
Emma Swan,Once Upon a Time,Hero,exact,tt0232220,short,Once Upon a Time,1913.0,"Comedy,Short"
Mary Margaret Blanchard,Once Upon a Time,Hero-Angel,exact,tt0232220,short,Once Upon a Time,1913.0,"Comedy,Short"
David Nolan,Once Upon a Time,Brute-Hero-Angel,exact,tt0232220,short,Once Upon a Time,1913.0,"Comedy,Short"
Captain Killian 'Hook' Jones,Once Upon a Time,Hero-Demon-Adventurer,exact,tt0232220,short,Once Upon a Time,1913.0,"Comedy,Short"
Belle French,Once Upon a Time,Hero-Angel,exact,tt0232220,short,Once Upon a Time,1913.0,"Comedy,Short"
Zelena,Once Upon a Time,Demon,exact,tt0232220,short,Once Upon a Time,1913.0,"Comedy,Short"
Granny Lucas,Once Upon a Time,Brute-Angel-Hero,exact,tt0232220,short,Once Upon a Time,1913.0,"Comedy,Short"
Amanda LaRusso,Cobra Kai,Diva-Angel-Hero,exact,tt7221388,tvSeries,Cobra Kai,2018.0,"Action,Comedy,Drama"
Samantha LaRusso,Cobra Kai,Hero-Diva,exact,tt7221388,tvSeries,Cobra Kai,2018.0,"Action,Comedy,Drama"
Robby Keene,Cobra Kai,Adventurer-Outcast-Demon,exact,tt7221388,tvSeries,Cobra Kai,2018.0,"Action,Comedy,Drama"
Daniel LaRusso,Cobra Kai,Diva-Angel-Hero,exact,tt7221388,tvSeries,Cobra Kai,2018.0,"Action,Comedy,Drama"
Miguel Diaz,Cobra Kai,Hero-Adventurer-Angel,exact,tt7221388,tvSeries,Cobra Kai,2018.0,"Action,Comedy,Drama"
Johnny Lawrence,Cobra Kai,Brute-Outcast-Demon,exact,tt7221388,tvSeries,Cobra Kai,2018.0,"Action,Comedy,Drama"
Annalise Keating,How To Get Away With Murder,Demon-Hero,exact,tt3205802,tvSeries,How to Get Away with Murder,2014.0,"Crime,Drama,Mystery"
Nate Lahey,How To Get Away With Murder,Hero,exact,tt3205802,tvSeries,How to Get Away with Murder,2014.0,"Crime,Drama,Mystery"
Connor Walsh,How To Get Away With Murder,Hero-Adventurer-Demon,exact,tt3205802,tvSeries,How to Get Away with Murder,2014.0,"Crime,Drama,Mystery"
Michaela Pratt,How To Get Away With Murder,Demon-Diva-Hero,exact,tt3205802,tvSeries,How to Get Away with Murder,2014.0,"Crime,Drama,Mystery"
Asher Millstone,How To Get Away With Murder,Fool-Adventurer-Diva,exact,tt3205802,tvSeries,How to Get Away with Murder,2014.0,"Crime,Drama,Mystery"
Frank Delfino,How To Get Away With Murder,Hero-Demon,exact,tt3205802,tvSeries,How to Get Away with Murder,2014.0,"Crime,Drama,Mystery"
Bonnie Winterbottom,How To Get Away With Murder,Hero-Outcast-Traditionalist,exact,tt3205802,tvSeries,How to Get Away with Murder,2014.0,"Crime,Drama,Mystery"
Oliver Hampton,How To Get Away With Murder,Diva-Hero-Angel,exact,tt3205802,tvSeries,How to Get Away with Murder,2014.0,"Crime,Drama,Mystery"
Laurel Castillo,How To Get Away With Murder,Diva-Demon-Hero,exact,tt3205802,tvSeries,How to Get Away with Murder,2014.0,"Crime,Drama,Mystery"
Wes Gibbins,How To Get Away With Murder,Angel-Outcast-Hero,exact,tt3205802,tvSeries,How to Get Away with Murder,2014.0,"Crime,Drama,Mystery"
Temperance Brennan,Bones,Hero,exact,tt0086990,movie,Bones,1985.0,"Crime,Drama"
Seeley Booth,Bones,Adventurer-Brute-Hero,exact,tt0086990,movie,Bones,1985.0,"Crime,Drama"
Angela Montenegro,Bones,Hero-Angel-Adventurer,exact,tt0086990,movie,Bones,1985.0,"Crime,Drama"
Jack Hodgins,Bones,Geek-Hero-Adventurer,exact,tt0086990,movie,Bones,1985.0,"Crime,Drama"
Camille Saroyan,Bones,Hero,exact,tt0086990,movie,Bones,1985.0,"Crime,Drama"
Kathryn Janeway,Star Trek: Voyager,Hero,exact,tt0112178,tvSeries,Star Trek: Voyager,1995.0,"Action,Adventure,Drama"
Chakotay,Star Trek: Voyager,Hero,exact,tt0112178,tvSeries,Star Trek: Voyager,1995.0,"Action,Adventure,Drama"
B'Elanna Torres,Star Trek: Voyager,Demon-Hero,exact,tt0112178,tvSeries,Star Trek: Voyager,1995.0,"Action,Adventure,Drama"
Tom Paris,Star Trek: Voyager,Adventurer,exact,tt0112178,tvSeries,Star Trek: Voyager,1995.0,"Action,Adventure,Drama"
Neelix,Star Trek: Voyager,Angel-Adventurer,exact,tt0112178,tvSeries,Star Trek: Voyager,1995.0,"Action,Adventure,Drama"
The Doctor,Star Trek: Voyager,Hero,exact,tt0112178,tvSeries,Star Trek: Voyager,1995.0,"Action,Adventure,Drama"
Tuvok,Star Trek: Voyager,Traditionalist-Hero,exact,tt0112178,tvSeries,Star Trek: Voyager,1995.0,"Action,Adventure,Drama"
Harry Kim,Star Trek: Voyager,Hero-Angel,exact,tt0112178,tvSeries,Star Trek: Voyager,1995.0,"Action,Adventure,Drama"
