story_name,fool_hero_mean,fool_hero_std,angel_demon_mean,angel_demon_std,trad_adventurer_mean,trad_adventurer_std,lone_wolf_diva_mean,lone_wolf_diva_std,outcast_soph_mean,outcast_soph_std,brute_geek_mean,brute_geek_std,cast_size,is_comedy
Emily in Paris,17.702452844191125,17.07268246594912,1.0933468380463542,18.881598861388905,24.195710698752382,20.39492553408215,18.298059083930053,12.093659609884577,4.698017250095873,8.745546480751814,-1.4077906800694144,6.731182256186162,6,0
Entourage,10.39868397286725,24.028319025621595,8.287942407189922,31.238050337802914,23.340498375947565,21.88818478543874,14.86761980079238,7.19952633927584,-5.557548086511983,17.86433122686754,-12.167118981060312,5.0233714304621495,5,0
Eternal Sunshine of the Spotless Mind,4.278647357200263,4.057528633381757,-2.9246393244904407,18.07217305513919,15.03576716169576,31.05517730886633,6.737656183903083,11.586007929790725,-19.8939402915284,13.22509858741718,11.426264144840287,7.611596117616857,3,0
Fahrenheit 451,6.694354169706133,22.42117409499826,1.2710781493803864,10.177422288065282,3.2507996713983283,29.74874275216876,6.814073503136961,15.410031186665426,-14.518479287041012,9.922615323676492,5.591064749182661,12.389456911826457,3,0
Farscape,29.80881129272809,24.253642838811793,29.977175944556652,22.217202479158153,13.163497704043635,31.54346385883556,-1.9806889817073723,18.02912433128232,-8.96065340167712,6.239052145916022,-4.502860255302786,17.71335269708941,6,0
Ferris Bueller's Day Off,17.416870941806934,4.558384084892072,-10.542551360390883,19.736342741469986,22.977262001430432,45.61387864721106,10.286659609744914,5.195067921716081,4.653709925151653,27.283945117450074,0.9991558679837663,5.16345069591674,3,1
Fifty Shades of Grey,30.172868033395957,17.970332951607386,0.690515163955105,38.96447436322236,2.3335469784145038,6.513087703013653,14.979282232752238,4.114925002679721,-5.155821879505442,10.14335362472682,3.083845959042952,1.269144855370276,2,0
Fight Club,6.443052883661125,13.396820014581566,32.979814666346826,21.10038361284188,19.92192162256654,34.83574721956336,-6.242163699814204,11.612138576100303,-14.454125972349848,19.435398622431414,11.968161969480121,5.78017797221311,3,0
Finding Nemo,5.314692161448519,18.225001741805986,-17.39013597163191,11.08347710667226,25.22026947063523,41.887951693116136,9.922088313092035,4.1993565298031355,-21.925084264029852,9.078255769254037,-1.0687473754687506,7.319353271772988,3,1
Fleabag,17.540675360517803,17.310470444776243,28.296656934922627,18.37762150505512,7.488741547776854,39.480216136506385,16.73620391359884,16.021116704818013,-8.32900211927431,11.233748573129237,6.495006651129079,6.989809844243158,3,1
Forrest Gump,6.85604307191088,9.997515019987258,-2.0528498047707373,37.83363356036508,26.130529631212042,9.835727660655216,-8.6759148190101,9.287704551935255,-15.503549056549053,3.788429179882109,-3.11540229057834,8.291175921864056,3,0
Friday Night Lights,24.654404816494043,17.57604574815001,-8.976149528716094,28.033147408598076,12.481491081928173,17.16753996910738,3.5022004687391606,19.824073517907433,-6.455980663161678,14.61563476919661,-14.728533243611366,10.095839135183233,10,0
Friends,8.471740433322024,21.673873381929504,-4.772610251800403,5.8357659798255925,25.529379141003773,36.63047318365391,18.858177970469892,17.038335161977155,-7.985580172394393,13.797939521546018,-6.225823411846566,13.147012723001746,6,0
Frozen,13.248979835658663,19.647697563083117,-11.130284599827124,40.87085493911216,23.85851261167175,30.56314268561653,7.146377177573538,14.860890338012702,-7.04080236377438,8.518747279484407,-2.024523425968158,11.874770691393273,5,0
